i1,i2,d1,d2,d3,d4,ind1,ind2,ind3,ind4,ind5,,ind6
2015/12,ULKER,5.96,10.62,7.7,25.11,70.22,5.79,11.33,4.85,1.87,0.032098011,3.2098011
2015/12,USAK,0.37,12.09,0.64,1.28,74.63,2.46,2.64,6.84,1.08,0.00225193,0.225193
2015/12,VESTL,0.72,6.32,0.64,4.18,83.14,4.06,3.21,1.77,1.07,0.057149584,5.7149584
2015/12,YATAS,3.14,7.85,2.77,10.52,69.62,6.76,1.72,2.79,1.26,0.001814744,0.1814744
2015/12,YUNSA,1.68,4.87,1.86,5.25,70.64,2.27,2.39,5.16,1.14,0.001763259,0.1763259
2016/12,ADEL,5.46,20.19,6.93,9.4,37.23,1.34,1.29,9.16,2.3,0.001624307,0.1624307
2016/12,AFYON,1.99,0.87,15.79,5.64,70.33,4.99,8.16,2.2,0.15,0.003073319,0.3073319
2016/12,AKCNS,16.14,22.78,19.6,23.84,33.41,3.53,7.55,3.83,1.22,0.009613402,0.9613402
2016/12,AKSA,5.15,16.28,6.44,10.07,52.54,3.81,8.03,3.83,1.26,0.013732581,1.3732581
2016/12,ALCAR,8.69,4.03,7.82,10.98,22.75,2.79,3.45,9.82,4.77,0.002317831,0.2317831
2016/12,ARCLK,8.48,7.44,8.08,24.45,64.49,3.21,4.42,4.16,1.66,0.088192904,8.8192904
2016/12,ARSAN,4.41,0.68,9.24,7.26,37.73,3.53,2.84,14.75,1.04,0.001543963,0.1543963
2016/12,ASUZU,-5.25,0.99,-5.58,-15.82,70.35,3.24,2.17,3.16,1.85,0.004616176,0.4616176
2016/12,ATEKS,0.97,-4.21,2.45,1.14,14.53,5.87,3.31,4.04,2.04,0.002450375,0.2450375
2016/12,AYGAZ,10.2,4.61,6.16,15.54,35.2,15.22,35.22,14.15,1.38,0.022066121,2.2066121
2016/12,BAGFS,-3.23,6.35,-7.53,-7.46,57.88,17.26,3.55,2.3,1.19,0.006004689,0.6004689
2016/12,BAKAB,3.62,7.46,3.54,9.28,62.99,4.02,4.91,3.24,1.39,0.001689593,0.1689593
2016/12,BANVT,5.84,8.62,3.23,23,70.23,12.1,11.77,7.38,1.02,0.00567323,0.567323
2016/12,BFREN,24.74,10.75,16.45,33.68,25.21,5.55,14.84,9.16,3.74,0.000406886,0.0406886
2016/12,BOSSA,-8.14,4.72,-13.08,-26.31,89.19,4.88,4.24,2.97,0.81,0.00247414,0.247414
2016/12,BRISA,3.22,9.43,4.54,13.05,79.9,2.3,3.4,3.96,1.15,0.014792908,1.4792908
2016/12,BRSAN,3.05,9.03,5.19,7.17,54.77,7.4,3.1,2.07,0.94,0.018481351,1.8481351
2016/12,BTCIM,0.56,10.11,1.24,1.33,59.71,3.38,7.87,3.16,1.35,0.007809065,0.7809065
2016/12,BUCIM,11.42,13.38,10.73,20.25,30.6,3.53,4.57,8.12,2.6,0.00362108,0.362108
2016/12,BURCE,-1.32,5.74,-2.26,-2.54,47.39,7.65,2.68,6.31,1.01,0.000417938,0.0417938
2016/12,CELHA,1.74,5.23,1.35,6.28,73.35,3.77,6.56,3.07,1.11,0.000657183,0.0657183
2016/12,CEMTS,10.78,10.01,9.67,14.62,28.75,5.12,3.95,12.6,2.15,0.001526353,0.1526353
2016/12,CIMSA,10.88,24.42,21.02,20.18,46.51,3.41,6.65,3.3,0.64,0.013250357,1.3250357
2016/12,CMBTN,-4.09,-0.51,-1.77,-9.3,60.85,3.54,87.48,4.41,1.14,0.000505733,0.0505733
2016/12,CMENT,0.31,4.28,0.6,0.47,21.64,3.48,5.6,3.76,1.84,0.007823525,0.7823525
2016/12,DEVA,6,15.93,8.76,12.49,49.6,3,2.16,8.62,1.83,0.005307038,0.5307038
2016/12,DITAS,-5.69,-4.47,-5.51,-17.14,70.05,3.92,3.42,5.11,1.6,0.000350907,0.0350907
2016/12,DMSAS,-7.62,-0.78,-7.63,-22.26,72.27,4.54,4.87,5.97,1.12,0.001060848,0.1060848
2016/12,ECILC,5.02,8.96,34.86,6.17,18.74,1.47,2.45,1.12,1.93,0.020824437,2.0824437
2016/12,EGEEN,32.56,31.76,38.75,43.1,22.54,4.72,4.65,6.8,6.3,0.001723165,0.1723165
2016/12,EGGUB,7.84,12.79,6.51,15.97,44.98,21.56,7.42,3.96,0.62,0.001376496,0.1376496
2016/12,EGPRO,7.22,8.45,8.24,18.6,61.3,2.3,5.36,3.01,1.32,0.004937964,0.4937964
2016/12,ERBOS,15.32,11.12,13.19,22.17,31.11,4.32,4.23,4.78,2.62,0.001430006,0.1430006
2016/12,EREGL,7.17,17.44,13.03,11.07,33.79,7.47,2.75,12.24,2.62,0.123356166,12.3356166
2016/12,FMIZP,36.91,21.15,27.45,41.51,12.58,9.54,23.46,18.11,6.46,0.000238022,0.0238022
2016/12,FRIGO,-3.76,-1.03,-4.46,-18.44,78.83,12.52,2.98,2.03,0.86,0.000186648,0.0186648
2016/12,FROTO,10.79,5.63,5.22,30.7,65.93,9.84,12.85,6.57,1.09,0.048433077,4.8433077
2016/12,GENTS,6.59,9.02,6.94,10.6,31.55,3.06,2.8,6.12,2.76,0.001516146,0.1516146
2016/12,GOLTS,1.27,11.43,2.72,3.12,57.3,2.07,3.98,4.1,1.14,0.003694933,0.3694933
2016/12,GOODY,5.68,6.81,3.39,9.88,43.62,4.93,6.85,4.18,1.79,0.004213915,0.4213915
2016/12,GUBRF,-1.96,2.1,-2.42,-6.89,64.48,7.85,3.51,4.21,0.89,0.017645146,1.7645146
2016/12,HEKTS,15.01,20.95,16.6,24.57,39.69,1.55,1.88,2.78,3.26,0.00106779,0.106779
2016/12,IHEVA,-0.27,7.54,-0.66,-0.37,27.75,0.74,1.69,2.06,3.72,0.001339142,0.1339142
2016/12,KAPLM,-0.88,3.38,-0.62,-4.61,81.16,3.19,10.37,2.83,0.79,0.000404928,0.0404928
2016/12,KARTN,0.82,2.52,0.91,1.03,19.2,7.35,4.27,12.1,2.24,0.001832324,0.1832324
2016/12,KENT,-2.68,0.45,-2.63,-4.2,40.25,4.48,6.71,3.23,1.05,0.003059516,0.3059516
2016/12,KLMSN,8.48,8.59,11.84,35.73,75.82,3.19,4.92,4.73,2.46,0.002833291,0.2833291
2016/12,KNFRT,12.85,18.26,22.45,15.37,20.08,4.17,0.77,4.92,4.19,0.000452245,0.0452245
2016/12,KONYA,9.79,12.98,15.11,11.78,17.88,4.05,4.22,4.67,3.82,0.002125927,0.2125927
2016/12,KORDS,6.07,11.56,7.5,13.49,42.14,5.51,3.16,6.63,1.41,0.013266848,1.3266848
2016/12,KRSTL,3.35,4.23,2.86,4.45,27.68,2.6,8.5,6.65,2.56,0.000491343,0.0491343
2016/12,KRTEK,-4.82,3.02,-7.36,-26.43,84.47,3.1,4.29,6.55,1.44,0.001166367,0.1166367
2016/12,KUTPO,11.11,10.78,11.24,14.95,24.26,3.78,2.27,7.73,3.29,0.001751793,0.1751793
2016/12,MRSHL,2.12,3.63,1.35,3.42,37.15,2.42,6.88,3.95,2.43,0.000899089,0.0899089
2016/12,OTKAR,4.11,7.4,4.27,28.56,86.38,4.82,2.49,4.32,1.36,0.009306071,0.9306071
2016/12,OYAKC,13.01,20.44,27.26,15.46,13.4,2.69,2.63,7.65,3.58,0.001519896,0.1519896
2016/12,PARSN,-0.43,2.3,-1.8,-0.87,48.83,5.75,3.61,5.21,0.74,0.005319761,0.5319761
2016/12,PENGD,-5.27,1.32,-8.54,-19.32,76.1,11.6,2.23,3.09,0.81,0.001083994,0.1083994
2016/12,PETKM,12.38,16.87,16.01,25.28,51.03,7.83,7.83,4.61,1.48,0.032694284,3.2694284
2016/12,PINSU,-10.76,-10.83,-11.99,-33.21,70.09,5.44,7.06,2.1,0.71,0.001108674,0.1108674
2016/12,PNSUT,6.61,6.09,5.62,10.17,36.45,6.06,8.26,4.83,1.23,0.004869271,0.4869271
2016/12,PRKAB,3.05,3.72,2.12,12.76,75.51,3.75,8.69,1.95,1.27,0.003492039,0.3492039
2016/12,SARKY,2.92,2.12,1.04,8.16,65.88,8.42,11.11,37.88,1.37,0.005778171,0.5778171
2016/12,SASA,15.83,10.32,11.59,29.82,48.84,3.33,5.44,8.37,2.58,0.005383499,0.5383499
2016/12,SELGD,-4.98,-12.08,-10.91,-8.13,42.05,4.59,2.29,10.6,2.58,0.000110088,0.0110088
2016/12,SISE,4.27,9.19,8.67,9.28,40.85,4.56,3.14,6.83,2.15,0.099892222,9.9892222
2016/12,SKTAS,-6.31,10.1,-11.5,-34.03,78.44,5.97,3.53,4.75,0.6,0.002960714,0.2960714
2016/12,SNPAM,11.64,17.08,36.99,12.23,5.21,2.89,4.74,7.79,7.08,0.000637508,0.0637508
2016/12,TATGD,9.61,6.4,6.59,14.72,33.34,3.88,4.31,6.63,3.26,0.003606431,0.3606431
2016/12,TBORG,21.57,27.09,24.61,37.71,41.89,2.97,5.3,4.12,1.77,0.006704987,0.6704987
2016/12,TOASO,8.94,5.93,6.82,35.03,75.04,11.09,14.62,4.43,1.1,0.061795615,6.1795615
2016/12,TUKAS,5.38,11.17,7.51,11.8,53.6,4.65,1.83,6.07,1.55,0.001533614,0.1533614
2016/12,TUPRS,6.33,7.61,5.14,21.88,73.84,14.03,11.01,5.75,1.08,0.162822287,16.2822287
2016/12,ULKER,4.78,11.64,6.5,20.98,76.54,5.64,9.65,4.91,1.08,0.032157816,3.2157816
2016/12,USAK,1.21,14.14,2.24,4.7,73.89,2,2.81,3.57,0.9,0.002386365,0.2386365
2016/12,VESTL,1.77,5.88,1.76,10.15,80.94,3.56,4.03,1.81,1.12,0.050337108,5.0337108
2016/12,YATAS,5.42,7.54,3.48,17.74,69.3,9.58,2.7,3.54,1.23,0.001818181,0.1818181
2016/12,YUNSA,-12.56,-8.74,-13.81,-52.59,82.31,2.78,2.09,6.62,1.21,0.001330883,0.1330883
2017/12,ADEL,8.05,18.59,8.33,13.41,42.34,1.43,1.63,9.09,1.87,0.001524852,0.1524852
2017/12,AFYON,7.84,17.51,32.12,26.76,71,3.68,6.97,3.43,0.56,0.003378033,0.3378033
2017/12,AKCNS,7.91,14.84,9.79,12.86,42.13,3.43,7.32,4.3,1,0.008202005,0.8202005
2017/12,AKSA,9.85,15.45,10.68,22.47,58.97,4.34,7.32,3.56,1.23,0.01435761,1.435761
2017/12,ALCAR,11.17,7.01,8.78,14.52,23.38,3,3.63,9.69,4.72,0.00201075,0.201075
2017/12,ARCLK,4.51,6.58,4.04,13.11,66.16,3.25,3.95,4.3,1.61,0.08747552,8.747552
2017/12,ARSAN,7.8,5.16,17.04,12.01,29.75,3.83,2.94,20.74,1.16,0.001897835,0.1897835
2017/12,ASUZU,-4.14,1.31,-5.02,-10.87,56.78,3.65,2.34,3.29,1.38,0.006221432,0.6221432
2017/12,ATEKS,1.36,0.82,3.19,1.7,24.39,10.87,3.03,3.91,1.33,0.002420762,0.2420762
2017/12,AYGAZ,12.55,2.92,6.81,20.38,41.14,16.16,27.91,13.55,1.24,0.021257201,2.1257201
2017/12,BAGFS,-0.86,12.29,-1.97,-2.13,61.71,16.54,3.27,2.28,1.11,0.005295577,0.5295577
2017/12,BAKAB,8.97,12.85,8.93,23.93,62.13,3.88,4.35,3.01,1.11,0.001604959,0.1604959
2017/12,BANVT,20.94,13.52,10.09,54.21,54.19,11.44,10.93,7.65,1.12,0.005734353,0.5734353
2017/12,BFREN,24.92,11.34,13.34,34.94,31.51,6.32,16.11,9.28,2.97,0.000404347,0.0404347
2017/12,BOSSA,1.51,12.95,2.06,13.63,88.62,4.43,3.95,2.72,1,0.0023069,0.23069
2017/12,BRISA,3.03,12.31,4.15,15.19,80.21,2.87,4.04,3.55,1.3,0.014779282,1.4779282
2017/12,BRSAN,6.32,9.54,8.57,14.2,56.05,6.82,3.55,3.35,1.1,0.017824983,1.7824983
2017/12,BTCIM,-0.63,7.78,-1.72,-1.67,55.9,3.37,9.56,2.86,0.89,0.009563137,0.9563137
2017/12,BUCIM,9.09,11.9,7.72,17.09,35.96,3.9,4.96,8.01,2.07,0.003735691,0.3735691
2017/12,BURCE,-4.05,5.37,-6.3,-8.87,54.93,6.03,2.76,6.15,1.08,0.000371944,0.0371944
2017/12,CELHA,7.79,8.84,4.78,28.25,71.66,4.32,4.91,2.97,1.09,0.000643587,0.0643587
2017/12,CEMTS,24.57,13.37,19.93,36.58,35.5,5.96,3.98,13.39,2.17,0.00191691,0.191691
2017/12,CIMSA,7.9,20.3,15.32,17.94,56.13,3.3,6.38,3.87,0.8,0.013878846,1.3878846
2017/12,CMBTN,0.76,-3.54,0.43,2.11,66.7,3.43,67.59,2.86,1.04,0.000496684,0.0496684
2017/12,CMENT,2.06,2.1,3.64,3.14,24.97,3.45,5.58,3.83,1.7,0.006708177,0.6708177
2017/12,DEVA,8.14,16.21,11.56,16.56,51.84,3.08,2.31,8.06,1.48,0.005377872,0.5377872
2017/12,DITAS,6.54,8.41,5.45,21.11,68.15,4,4.65,4.94,1.45,0.000333876,0.0333876
2017/12,DMSAS,2.47,8.19,1.96,9.09,73.38,4.2,6.81,7.12,1.17,0.000981951,0.0981951
2017/12,ECILC,3.73,9.52,24.43,4.34,9.15,2.92,4,1.5,3.53,0.016399658,1.6399658
2017/12,EGEEN,34.63,33.95,38.19,43.9,20.04,5.75,4.66,7.97,6.11,0.001851883,0.1851883
2017/12,EGGUB,11.68,14.37,9.27,19.71,36.53,38.88,5.93,4.46,0.73,0.001150828,0.1150828
2017/12,EGPRO,6.45,10.94,7.05,18.11,66.18,2.25,5.21,3.02,1.23,0.004467795,0.4467795
2017/12,ERBOS,17,13.79,13.9,26.1,37.67,4.5,4.45,4.01,2.28,0.001576081,0.1576081
2017/12,EREGL,14.43,25.38,20.03,22.15,32.24,8.72,2.78,14.51,2.69,0.121458825,12.1458825
2017/12,FMIZP,42.32,20.24,29.74,48.78,13.84,12.13,17.11,17.13,6.46,0.000216034,0.0216034
2017/12,FRIGO,2.2,8.78,2.45,8.77,71.67,13.35,3.5,2.37,1.44,0.000184524,0.0184524
2017/12,FROTO,13.99,6.02,5.88,43.44,69.23,9.81,19.25,7.06,1.13,0.051414551,5.1414551
2017/12,GENTS,9.77,9.66,9.81,16.64,33.61,3.32,2.81,6.19,2.41,0.001494587,0.1494587
2017/12,GOLTS,1.19,7.96,2.33,3.13,60.29,2.45,3.89,3.18,1.29,0.003317823,0.3317823
2017/12,GOODY,10.78,6.97,5.58,20.37,49.65,4.73,7.09,5.06,1.6,0.004663883,0.4663883
2017/12,GUBRF,0.94,2,0.96,3.47,67.35,8.29,3.7,4.05,0.91,0.01582871,1.582871
2017/12,HEKTS,18.67,24.35,19.52,36.97,55.73,1.64,2.1,2.7,1.53,0.001381457,0.1381457
2017/12,IHEVA,-0.65,9.35,-1.19,-0.91,29.1,1.03,2.12,2.45,3.06,0.001112899,0.1112899
2017/12,KAPLM,7.98,9.32,5.79,28.68,67.16,3.13,8.86,2.84,0.9,0.000594691,0.0594691
2017/12,KARTN,10.57,9.41,8.01,12.88,16.67,8.45,6.76,11.73,3.17,0.001607555,0.1607555
2017/12,KENT,6.63,10.72,5.59,10.81,37.21,4.57,7.54,3.31,1.32,0.002683978,0.2683978
2017/12,KLMSN,2.47,7.22,3.44,10.57,77.25,3.3,4.42,3.51,2.43,0.002761161,0.2761161
2017/12,KNFRT,15.66,20.81,20.87,20.18,24.22,4.51,1.44,4.08,2.53,0.000478359,0.0478359
2017/12,KONYA,9.97,12.1,12.41,12.29,19.74,4.17,3.99,5.12,3.29,0.001853541,0.1853541
2017/12,KORDS,6.1,9.51,6.64,13.58,42.51,5.14,3.45,6.8,1.29,0.012269875,1.2269875
2017/12,KRSTL,2.77,3.56,2.69,4.14,36.68,2.47,6.44,6.51,3.03,0.000558829,0.0558829
2017/12,KRTEK,-0.35,11.8,-0.42,-1.98,80.42,3.33,4.16,7.46,1.1,0.00106707,0.106707
2017/12,KUTPO,8.77,8.22,9.13,12.03,29.44,4.19,1.96,6.68,2.41,0.00170634,0.170634
2017/12,MRSHL,-1.22,3.26,-0.73,-2.25,52.87,2.26,7.29,3.98,1.57,0.000962844,0.0962844
2017/12,OTKAR,5.24,6.93,5.57,37.77,85.89,3.72,2.82,5.67,1.52,0.008601752,0.8601752
2017/12,OYAKC,16.84,22.94,25.62,20.12,18.8,3.44,3.91,6.51,2.81,0.001432655,0.1432655
2017/12,PARSN,0.88,12.59,3.21,2.01,52.55,5.37,3.11,6.17,0.8,0.005363085,0.5363085
2017/12,PENGD,-7.08,2.33,-9.48,-35.3,83.74,8.47,2.08,3.12,0.83,0.000906078,0.0906078
2017/12,PETKM,19.95,21.81,19.04,41.26,50.52,9.02,7.49,11.56,1.79,0.03333909,3.333909
2017/12,PINSU,-8.58,-0.55,-9.94,-30.91,74.09,5.04,7.5,2.58,0.55,0.001057086,0.1057086
2017/12,PNSUT,4.41,4.52,3.8,7.34,42.56,5.64,7.61,4.9,1.21,0.005143024,0.5143024
2017/12,PRKAB,1.09,1.74,0.69,4.08,71.32,3.76,8.02,2.28,1.27,0.00350676,0.350676
2017/12,SARKY,6.72,3.46,2.02,21.17,69.93,8.02,13.27,37.35,1.28,0.006449042,0.6449042
2017/12,SASA,11.94,14.57,12.3,24.44,52.15,4.14,5.7,8.52,1.91,0.010178671,1.0178671
2017/12,SELGD,2.02,10.05,3.07,3.39,38.63,4.49,4.57,8.94,2.66,8.84E-05,0.00883509
2017/12,SISE,6.06,13.06,10.83,13.33,38.7,5.08,3.67,7.25,2.22,0.091203704,9.1203704
2017/12,SKTAS,-7.53,10.78,-13.52,-40.45,84.21,6.42,3.7,4.5,0.82,0.002529197,0.2529197
2017/12,SNPAM,10.02,15.22,30.47,10.57,5.16,3.08,4.04,9.31,4.34,0.000561541,0.0561541
2017/12,TATGD,8.28,4.67,5.7,12.83,37.28,3.77,4.18,6.45,2.08,0.003364316,0.3364316
2017/12,TBORG,20.89,26.99,24.9,34.49,37.56,2.98,5.33,3.74,1.91,0.007111558,0.7111558
2017/12,TOASO,9.97,7.47,7.34,39.23,74.18,10.87,14.82,4.3,1.13,0.059390604,5.9390604
2017/12,TUKAS,1.9,10.54,2.68,4.53,61.83,4.09,1.72,5.61,1.29,0.00158252,0.158252
2017/12,TUPRS,10.99,9.39,7.07,41.29,72.54,11.69,10.41,6.28,1.15,0.163351222,16.3351222
2017/12,ULKER,5.43,12.8,8.23,22.43,69.74,5.83,7.14,4.43,2.18,0.036260396,3.6260396
2017/12,USAK,1.14,16.47,2.02,4.55,75.9,2,2.9,2.55,1.06,0.002184297,0.2184297
2017/12,VESTL,0.47,4.13,0.46,2.77,83.55,3.91,3.55,2.05,0.88,0.059264389,5.9264389
2017/12,YATAS,15.6,13.1,8.72,40.54,56.49,12.82,3.82,4.17,1.26,0.002313035,0.2313035
2017/12,YUNSA,5.94,10.82,5,26.87,73.31,4.06,3.31,4.91,1.01,0.001048769,0.1048769
2018/12,ADEL,3.36,18.63,3.59,7.02,59.49,1.89,1.47,8.38,1.28,0.001586841,0.1586841
2018/12,AFYON,0.54,15.06,2.24,1.7,64.81,3.6,7.15,4.39,0.28,0.002251937,0.2251937
2018/12,AKCNS,8.73,15.74,10.37,16.24,48.74,3.55,6.08,4.3,1.15,0.007356605,0.7356605
2018/12,AKSA,5.95,13.06,6.34,15.89,65.44,3.66,5.65,3.83,1.19,0.014262295,1.4262295
2018/12,ALCAR,9.6,5.45,7.75,13.3,31.54,3.01,2.89,8.3,3.35,0.00189949,0.189949
2018/12,ARCLK,3.49,7.57,3.17,11.31,71.03,3.38,3.61,4.42,1.54,0.096594405,9.6594405
2018/12,ARSAN,2.76,6.75,6.3,4.47,39.76,3.13,3.43,12.67,1.02,0.001819061,0.1819061
2018/12,ASUZU,-5.27,4.7,-6.78,-13.73,65.95,3.82,2.33,3.23,1.02,0.00544687,0.544687
2018/12,ATEKS,2.47,7.11,4.12,3.43,31.05,9.81,3.29,3.67,1.34,0.002237465,0.2237465
2018/12,AYGAZ,4.58,1.24,2.39,8.42,50.08,16.45,32.42,14.51,1.09,0.017070048,1.7070048
2018/12,BAGFS,-8.57,-2.91,-30.2,-25.75,71.59,15.15,2.33,2.03,0.95,0.004350371,0.4350371
2018/12,BAKAB,8.47,15.3,7.92,21.86,60.58,3.66,4.03,3.19,1.31,0.001615994,0.1615994
2018/12,BANVT,5.62,6,2.76,12.05,52.65,9.62,11.33,6.76,1.43,0.005260749,0.5260749
2018/12,BFREN,34.61,14.53,15.6,50.11,30.39,6.2,13.18,8.98,2.98,0.000351049,0.0351049
2018/12,BOSSA,8.78,25.82,10.44,57.93,82.25,3.24,3.6,3.43,1.17,0.002663187,0.2663187
2018/12,BRISA,2.39,13.2,3.19,11.93,79.79,3.78,4.41,3.46,1.41,0.015518488,1.5518488
2018/12,BRSAN,5.15,8.62,5.82,12.32,59.38,5.68,3.82,4.35,1.1,0.023235819,2.3235819
2018/12,BTCIM,-0.58,19.25,-1.38,-1.57,59,3.98,7.44,3.06,0.68,0.008204758,0.8204758
2018/12,BUCIM,10.97,15.17,8.18,20.47,22.96,4.12,4.04,9.16,3.35,0.003067801,0.3067801
2018/12,BURCE,0.21,9.42,0.28,0.53,59.53,6.66,3.42,7.02,0.92,0.000303775,0.0303775
2018/12,CELHA,10.3,11.54,5.89,37.67,73.41,4,3.85,3.5,0.99,0.000703345,0.0703345
2018/12,CEMTS,29.77,19.72,19.13,40.84,20.05,5.27,3.45,15.7,4.45,0.001820776,0.1820776
2018/12,CIMSA,4.61,16.43,9.11,11.82,58.34,3.26,5.74,4.41,0.65,0.011863,1.1863
2018/12,CMBTN,8.19,-3.14,3.76,22.17,59.5,3.01,71.6,3.5,1.17,0.000401847,0.0401847
2018/12,CMENT,-0.33,-2.26,-0.57,-0.54,29.11,3.01,4.75,3.6,1.66,0.005927892,0.5927892
2018/12,DEVA,9.32,23.58,13.1,20.18,55.26,2.85,1.5,6.79,1.65,0.005681047,0.5681047
2018/12,DITAS,9.36,10.65,6.55,27.82,64.69,4.21,4.34,4.89,1.54,0.000285309,0.0285309
2018/12,DMSAS,13.4,13.35,9.82,39.91,61.3,4.22,6.61,7.72,1.6,0.00105685,0.105685
2018/12,ECILC,5.79,7.66,34.69,6.42,10.29,3.95,6.18,2.72,3.77,0.015174309,1.5174309
2018/12,EGEEN,63.5,37.35,59.24,78.06,17.75,5.01,3.96,7.7,5.13,0.002253962,0.2253962
2018/12,EGGUB,8.99,22.05,7.26,15.81,48.02,30.96,3.06,3.31,0.86,0.001237642,0.1237642
2018/12,EGPRO,9.13,15.86,9.59,27.06,66.32,2.09,4.6,2.62,1.28,0.00435626,0.435626
2018/12,ERBOS,17.39,14.39,12.77,28.2,38.85,4.44,3.55,4.76,2.28,0.001565112,0.1565112
2018/12,EREGL,15.96,28.58,20.72,23.8,29.98,7.02,2.44,12.94,2.85,0.142268285,14.2268285
2018/12,FMIZP,55.65,23.46,33.63,62.45,8.44,13.23,14.53,22.08,13.14,0.000207529,0.0207529
2018/12,FRIGO,6.54,17.07,6.53,22.67,70.86,15.51,2.61,2.92,1.32,0.000239818,0.0239818
2018/12,FROTO,13.36,6.82,5.06,44.36,70.47,10.46,14.56,7.61,1.02,0.044893081,4.4893081
2018/12,GENTS,11.45,14.8,9.75,18.93,27.68,4.43,2.57,8.37,2.94,0.00127743,0.127743
2018/12,GOLTS,0.32,15.72,0.46,0.89,64.03,3.11,4.55,3.09,1.09,0.002838535,0.2838535
2018/12,GOODY,9.49,6.45,5.12,20.93,58.11,3.89,7.51,4.84,1.39,0.005331274,0.5331274
2018/12,GUBRF,-2.1,17.04,-1.85,-9.25,71.45,6.94,3.37,4.07,0.95,0.014761607,1.4761607
2018/12,HEKTS,20.99,35.72,21.36,54.12,63.78,1.63,1.6,3.85,1.52,0.002345725,0.2345725
2018/12,IHEVA,2.56,14.33,3.54,3.64,30.01,1.56,2.35,2.92,2.92,0.000929147,0.0929147
2018/12,KAPLM,4.3,8.31,3.07,13.18,67.55,3.38,7.01,2.83,1.04,0.000539706,0.0539706
2018/12,KARTN,26.29,19.13,17.82,31.51,16.43,9.57,5.79,10.07,4,0.001661298,0.1661298
2018/12,KENT,7.94,8.18,6.41,13.4,43.61,3.82,5.93,2.87,1.29,0.00265899,0.265899
2018/12,KLMSN,7.9,9.46,8.4,33.83,76.19,3.04,4.61,3.78,2.01,0.002997664,0.2997664
2018/12,KNFRT,20.79,27.39,24.91,33.14,44.16,6.47,1.32,1.87,1.58,0.000720178,0.0720178
2018/12,KONYA,8.03,9.13,9.39,10.03,20.07,3.82,3.68,5.16,3.3,0.001492349,0.1492349
2018/12,KORDS,7.6,12.21,7.41,18.8,51.58,5.16,3.16,7.11,1.28,0.016446808,1.6446808
2018/12,KRSTL,-7,-11.6,-10.16,-11.97,45.78,1.88,4.17,3.89,1.88,0.000461532,0.0461532
2018/12,KRTEK,3.65,16.55,3.97,19.32,81.62,3.32,3.41,6.38,1.17,0.001073911,0.1073911
2018/12,KUTPO,8.65,5.27,9.16,11.92,25.54,3.73,1.8,5.42,2.75,0.001409344,0.1409344
2018/12,MRSHL,-14.74,2.06,-9.29,-41.81,74.97,2.11,6.28,3.9,1.12,0.000889116,0.0889116
2018/12,OTKAR,7.62,9.86,9.79,48.83,83.08,3.01,1.71,6.55,2.08,0.007840861,0.7840861
2018/12,OYAKC,8.66,12.01,15.25,11.49,29.92,2.93,2.8,5.34,2.7,0.001250482,0.1250482
2018/12,PARSN,-3.57,17.42,-9.89,-9.81,62.71,5.21,2.68,5.28,0.71,0.005072521,0.5072521
2018/12,PENGD,0.38,7.4,0.39,2.05,79.15,8.75,2.83,4.72,0.89,0.000568756,0.0568756
2018/12,PETKM,7.9,13.26,9.36,18.49,60.21,7.82,6.83,12.5,2.07,0.048574372,4.8574372
2018/12,PINSU,-8.17,1.29,-9.43,-34.37,78.03,5.42,7.29,2.72,0.47,0.000999797,0.0999797
2018/12,PNSUT,3.79,5.16,3.31,6.69,43.88,5.25,7.14,4.26,1.07,0.004741118,0.4741118
2018/12,PRKAB,4.48,5.02,2.81,15.29,70.06,3.8,6.95,2.55,1.28,0.003062111,0.3062111
2018/12,SARKY,5.52,3.25,1.61,18.16,69.25,7.51,12.11,44.94,1.3,0.006101799,0.6101799
2018/12,SASA,18.3,17.12,27.42,41.59,58.2,4.56,3.98,6.61,1.25,0.014134618,1.4134618
2018/12,SELGD,2.15,6.76,3.83,3.2,27.85,3.51,1.69,8.92,3.26,8.10E-05,0.00809769
2018/12,SISE,9.32,15.02,14.72,20.32,39.9,4.99,3.69,7.4,1.72,0.094688556,9.4688556
2018/12,SKTAS,-11.09,18.21,-20.37,-68.12,83.36,5.74,3.43,3.56,0.61,0.002666093,0.2666093
2018/12,SNPAM,5.97,28.26,15.73,7.69,37.46,3.25,3.79,8.84,2.29,0.000509969,0.0509969
2018/12,TATGD,4.68,3.61,3.7,7.76,42.05,2.95,3.95,5.62,2.6,0.00294298,0.294298
2018/12,TBORG,21.38,24.51,25.16,35.01,39.9,2.79,3.91,4.18,1.75,0.00796307,0.796307
2018/12,TOASO,9.9,9.45,7.15,36.5,71.49,9.06,12.17,4.52,1.16,0.044271188,4.4271188
2018/12,TUKAS,7.21,18.55,9.53,22.57,71.79,5.19,1.61,4.03,0.96,0.002107265,0.2107265
2018/12,TUPRS,9.5,8.94,4.19,36.76,75.16,13.11,10.69,10.1,1.31,0.136321843,13.6321843
2018/12,ULKER,7.32,13.26,11.77,25.07,65.51,3.78,7.88,4.27,3.46,0.036330965,3.6330965
2018/12,USAK,0.77,15.73,1.43,2.99,72.76,1.92,2.26,2,0.92,0.002223251,0.2223251
2018/12,VESTL,2.33,11.64,2.34,13.66,81.53,4.21,3.42,2,0.74,0.061156685,6.1156685
